task_type,priority,difficulty,estimated_minutes,task_id,status,source,assignment_log_count,required_qualification_codes,shift_id,shift_date,shift_start_time,shift_actual_start_time,shift_actual_end_time,employee_id,employee_code,cargo_id,cargo_code,created_at,assigned_at,started_at,completed_at,due_at,queue_wait_minutes,assignment_to_start_minutes,fact_execution_minutes,total_cycle_minutes,actual_minutes_db,task_age_minutes,emp_task_assigned_count,emp_task_completed_count,emp_shift_score,minutes_into_shift,emp_profile_performance_factor,emp_profile_sigma,emp_profile_sample_count,emp_profile_mean_minutes,emp_profile_has_mean,emp_profile_source_kind,task_required_qual_count,emp_modifier_factor_product,emp_modifier_sigma_bonus_sum,emp_modifier_sample_count_sum,emp_required_modifier_count,label_true_minutes
DISPATCH_CARGO,4,5,20,1993,completed,auto,1,DISPATCH,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,7,E0007,426,SIMSHIFT-2026-06-01-C-4I42AFBQ,2026-06-04T15:08:00+00:00,2026-06-04T15:10:00+00:00,2026-06-04T15:16:00+00:00,2026-06-04T15:45:00+00:00,2026-06-04T16:58:00+00:00,2,6,29,37,29,2,5,5,13,370,1.2041,0.0876,17,22.2941,1,mixed,1,1.0,0.0,0,0,29
MOVE_BETWEEN_SLOTS,3,4,18,1994,completed,auto,1,MOVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,5,E0005,312,SIMSHIFT-2026-05-08-C-87J45AJV,2026-06-04T13:32:00+00:00,2026-06-04T14:40:00+00:00,2026-06-04T14:44:00+00:00,2026-06-04T15:11:00+00:00,2026-06-04T14:42:00+00:00,68,4,27,99,27,68,7,7,17,340,1.2815,0.1577,21,23.4286,1,mixed,1,1.0,0.0,0,0,27
DISPATCH_CARGO,5,4,19,1995,completed,auto,1,DISPATCH,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,3,E0003,312,SIMSHIFT-2026-05-08-C-87J45AJV,2026-06-04T15:17:00+00:00,2026-06-04T15:17:00+00:00,2026-06-04T15:24:00+00:00,2026-06-04T15:47:00+00:00,2026-06-04T17:18:00+00:00,0,7,23,30,23,0,6,6,18,377,1.128,0.0806,21,20.5714,1,mixed,1,1.0,0.0,0,0,23
MOVE_BETWEEN_SLOTS,2,4,19,1996,completed,auto,1,MOVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,6,E0006,358,SIMSHIFT-2026-05-09-C-QKT2L80V,2026-06-04T13:33:00+00:00,2026-06-04T14:44:00+00:00,2026-06-04T14:51:00+00:00,2026-06-04T15:19:00+00:00,2026-06-04T14:38:00+00:00,71,7,28,106,28,71,6,6,20,344,1.2108,0.0987,18,21.6667,1,mixed,1,1.0,0.0,0,0,28
DISPATCH_CARGO,3,3,18,1997,completed,auto,1,DISPATCH,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,10,E0010,358,SIMSHIFT-2026-05-09-C-QKT2L80V,2026-06-04T15:24:00+00:00,2026-06-04T15:28:00+00:00,2026-06-04T15:30:00+00:00,2026-06-04T15:55:00+00:00,2026-06-04T16:37:00+00:00,4,2,25,31,25,4,5,5,17,388,1.0182,0.1233,15,19.0,1,mixed,1,1.0,0.0,0,0,25
MOVE_BETWEEN_SLOTS,2,4,19,1998,completed,auto,1,MOVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,2,E0002,411,SIMSHIFT-2026-06-01-C-P452BFSO,2026-06-04T13:35:00+00:00,2026-06-04T14:47:00+00:00,2026-06-04T14:54:00+00:00,2026-06-04T15:13:00+00:00,2026-06-04T15:47:00+00:00,72,7,19,98,19,72,8,8,20,347,1.2578,0.252,25,22.24,1,mixed,1,1.0,0.0,0,0,19
DISPATCH_CARGO,3,2,18,1999,completed,auto,1,DISPATCH,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,4,E0004,411,SIMSHIFT-2026-06-01-C-P452BFSO,2026-06-04T15:17:00+00:00,2026-06-04T15:18:00+00:00,2026-06-04T15:23:00+00:00,2026-06-04T15:51:00+00:00,2026-06-04T17:30:00+00:00,1,5,28,34,28,1,7,7,18,378,1.0918,0.1483,16,19.875,1,mixed,1,1.0,0.0,0,0,28
MOVE_BETWEEN_SLOTS,3,5,20,2000,completed,auto,1,FORKLIFT;MOVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,11,E0011,318,SIMSHIFT-2026-05-08-C-7YYI9OSA,2026-06-04T13:37:00+00:00,2026-06-04T15:11:00+00:00,2026-06-04T15:15:00+00:00,2026-06-04T15:40:00+00:00,2026-06-04T15:36:00+00:00,94,4,25,123,25,94,9,9,30,371,1.2073,0.2196,15,21.5333,1,mixed,2,0.9829,0.0,11,1,25
DISPATCH_CARGO,4,3,19,2001,completed,auto,1,DISPATCH,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,14,E0014,318,SIMSHIFT-2026-05-08-C-7YYI9OSA,2026-06-04T15:44:00+00:00,2026-06-04T15:45:00+00:00,2026-06-04T15:49:00+00:00,2026-06-04T16:13:00+00:00,2026-06-04T16:29:00+00:00,1,4,24,29,24,1,7,7,12,405,1.1542,0.1244,14,21.0714,1,mixed,1,1.0,0.0,0,0,24
PUTAWAY_TO_RACK,5,4,21,2002,completed,auto,1,FORKLIFT;MOVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,1,E0001,537,SIMSHIFT-2026-06-04-C-EB8D4DVN,2026-06-04T13:38:00+00:00,2026-06-04T15:15:00+00:00,2026-06-04T15:20:00+00:00,2026-06-04T16:00:00+00:00,2026-06-04T14:35:00+00:00,97,5,40,142,40,97,7,7,21,375,1.2599,0.2475,39,25.641,1,mixed,2,1.0577,0.0,27,1,40
PUTAWAY_TO_RACK,5,4,21,2003,completed,auto,1,MOVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,8,E0008,536,SIMSHIFT-2026-06-04-C-VWKK4R0N,2026-06-04T13:41:00+00:00,2026-06-04T15:01:00+00:00,2026-06-04T15:05:00+00:00,2026-06-04T15:26:00+00:00,2026-06-04T14:27:00+00:00,80,4,21,105,21,80,7,7,22,361,1.1246,0.114,21,22.8095,1,mixed,1,1.0,0.0,0,0,21
RECEIVE_TO_INBOUND,3,1,13,2004,completed,auto,1,RECEIVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,12,E0012,542,SIMSHIFT-2026-06-04-C-P2U30R4M,2026-06-04T13:44:00+00:00,2026-06-04T15:07:00+00:00,2026-06-04T15:14:00+00:00,2026-06-04T15:27:00+00:00,2026-06-04T15:41:00+00:00,83,7,13,103,13,83,8,8,23,367,1.2512,0.2016,24,18.25,1,mixed,1,1.0,0.0,0,0,13
RECEIVE_TO_INBOUND,4,1,13,2005,completed,auto,1,RECEIVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,5,E0005,543,SIMSHIFT-2026-06-04-C-VVCUMXPR,2026-06-04T13:46:00+00:00,2026-06-04T15:12:00+00:00,2026-06-04T15:17:00+00:00,2026-06-04T15:42:00+00:00,2026-06-04T15:46:00+00:00,86,5,25,116,25,86,8,8,21,372,1.2719,0.1647,29,19.069,1,mixed,1,1.0,0.0,0,0,25
PUTAWAY_TO_RACK,5,2,20,2006,completed,auto,1,FORKLIFT;MOVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,2,E0002,538,SIMSHIFT-2026-06-04-C-BET7G52O,2026-06-04T13:55:00+00:00,2026-06-04T15:16:00+00:00,2026-06-04T15:23:00+00:00,2026-06-04T15:56:00+00:00,2026-06-04T15:41:00+00:00,81,7,33,121,33,81,9,9,24,376,1.1661,0.1499,30,24.3667,1,mixed,2,0.9883,0.0,22,1,33
RECEIVE_TO_INBOUND,4,1,13,2007,completed,auto,1,RECEIVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,13,E0013,544,SIMSHIFT-2026-06-04-C-3R3TAY9H,2026-06-04T13:56:00+00:00,2026-06-04T15:13:00+00:00,2026-06-04T15:18:00+00:00,2026-06-04T15:37:00+00:00,2026-06-04T15:38:00+00:00,77,5,19,101,19,77,5,5,19,373,1.2634,0.1933,28,18.75,1,mixed,1,1.0,0.0,0,0,19
RECEIVE_TO_INBOUND,5,4,16,2008,completed,auto,1,RECEIVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,6,E0006,545,SIMSHIFT-2026-06-04-C-8JNZAV7F,2026-06-04T14:12:00+00:00,2026-06-04T15:20:00+00:00,2026-06-04T15:22:00+00:00,2026-06-04T15:43:00+00:00,2026-06-04T15:23:00+00:00,68,2,21,91,21,68,7,7,24,380,1.0333,0.1789,31,14.4839,1,mixed,1,1.0,0.0,0,0,21
GENERAL,0,1,10,2009,completed,auto,1,,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,8,E0008,,,2026-06-04T14:36:00+00:00,2026-06-04T15:28:00+00:00,2026-06-04T15:35:00+00:00,2026-06-04T15:50:00+00:00,2026-06-04T16:17:00+00:00,52,7,15,74,15,52,8,8,26,388,1.2309,0.0995,11,13.9091,1,mixed,0,1.0,0.0,0,0,15
GENERAL,0,2,11,2010,completed,auto,1,,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,15,E0015,,,2026-06-04T14:44:00+00:00,2026-06-04T15:29:00+00:00,2026-06-04T15:35:00+00:00,2026-06-04T15:47:00+00:00,2026-06-04T16:55:00+00:00,45,6,12,63,12,45,6,6,13,389,1.0492,0.1278,17,11.7059,1,mixed,0,1.0,0.0,0,0,12
PUTAWAY_TO_RACK,5,3,20,2011,completed,auto,1,MOVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,12,E0012,540,SIMSHIFT-2026-06-04-C-M16JOPMJ,2026-06-04T14:46:00+00:00,2026-06-04T15:30:00+00:00,2026-06-04T15:35:00+00:00,2026-06-04T16:01:00+00:00,2026-06-04T15:48:00+00:00,44,5,26,75,26,44,9,9,24,390,1.0553,0.1468,27,21.7778,1,mixed,1,1.0,0.0,0,0,26
PUTAWAY_TO_RACK,6,3,21,2012,completed,auto,1,MOVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,13,E0013,539,SIMSHIFT-2026-06-04-C-HCKT6BLY,2026-06-04T14:45:00+00:00,2026-06-04T15:40:00+00:00,2026-06-04T15:46:00+00:00,2026-06-04T16:14:00+00:00,2026-06-04T16:45:00+00:00,55,6,28,89,28,55,6,6,20,400,1.0758,0.1538,19,22.6842,1,mixed,1,1.0,0.0,0,0,28
PUTAWAY_TO_RACK,5,3,21,2013,completed,auto,1,FORKLIFT;MOVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,11,E0011,541,SIMSHIFT-2026-06-04-C-JINCSRLK,2026-06-04T14:45:00+00:00,2026-06-04T15:42:00+00:00,2026-06-04T15:48:00+00:00,2026-06-04T16:12:00+00:00,2026-06-04T15:40:00+00:00,57,6,24,87,24,57,10,10,35,402,0.9545,0.0984,32,20.0,1,mixed,2,0.9933,0.0032,26,1,24
RECEIVE_TO_INBOUND,4,4,15,2014,completed,auto,1,RECEIVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,5,E0005,546,SIMSHIFT-2026-06-04-C-XQPCR0ML,2026-06-04T14:45:00+00:00,2026-06-04T15:43:00+00:00,2026-06-04T15:45:00+00:00,2026-06-04T16:06:00+00:00,2026-06-04T16:02:00+00:00,58,2,21,81,21,58,9,9,22,403,1.2719,0.1647,29,19.069,1,mixed,1,1.0,0.0,0,0,21
RECEIVE_TO_INBOUND,5,3,15,2015,completed,auto,1,FORKLIFT;RECEIVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,2,E0002,547,SIMSHIFT-2026-06-04-C-0MEJ5A3E,2026-06-04T14:45:00+00:00,2026-06-04T15:59:00+00:00,2026-06-04T16:02:00+00:00,2026-06-04T16:16:00+00:00,2026-06-04T15:55:00+00:00,74,3,14,91,14,74,10,10,26,419,1.1942,0.2109,32,17.4688,1,mixed,2,0.9477,0.0,21,1,14
RECEIVE_TO_INBOUND,5,2,13,2016,completed,auto,1,RECEIVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,9,E0009,548,SIMSHIFT-2026-06-04-C-351L882I,2026-06-04T14:46:00+00:00,2026-06-04T15:45:00+00:00,2026-06-04T15:48:00+00:00,2026-06-04T16:02:00+00:00,2026-06-04T16:11:00+00:00,59,3,14,76,14,59,6,6,15,405,0.9996,0.1251,28,14.8929,1,mixed,1,1.0,0.0,0,0,14
RECEIVE_TO_INBOUND,4,2,14,2017,completed,auto,1,RECEIVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,6,E0006,549,SIMSHIFT-2026-06-04-C-AAZ54JV5,2026-06-04T15:03:00+00:00,2026-06-04T15:45:00+00:00,2026-06-04T15:48:00+00:00,2026-06-04T16:08:00+00:00,2026-06-04T16:24:00+00:00,42,3,20,65,20,42,8,8,28,405,1.0333,0.1789,31,14.4839,1,mixed,1,1.0,0.0,0,0,20
RECEIVE_TO_INBOUND,3,2,14,2018,completed,auto,1,RECEIVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,7,E0007,550,SIMSHIFT-2026-06-04-C-U7LN7ITZ,2026-06-04T15:05:00+00:00,2026-06-04T15:46:00+00:00,2026-06-04T15:50:00+00:00,2026-06-04T16:14:00+00:00,2026-06-04T16:14:00+00:00,41,4,24,69,24,41,6,6,18,406,1.1997,0.1482,21,17.619,1,mixed,1,1.0,0.0,0,0,24
RECEIVE_TO_INBOUND,4,4,16,2019,completed,auto,1,RECEIVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,15,E0015,551,SIMSHIFT-2026-06-04-C-C4IMQZJY,2026-06-04T15:09:00+00:00,2026-06-04T15:49:00+00:00,2026-06-04T15:52:00+00:00,2026-06-04T16:13:00+00:00,2026-06-04T16:38:00+00:00,40,3,21,64,21,40,7,7,15,409,1.3131,0.1099,18,18.7778,1,mixed,1,1.0,0.0,0,0,21
RECEIVE_TO_INBOUND,4,1,13,2020,completed,auto,1,RECEIVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,3,E0003,552,SIMSHIFT-2026-06-04-C-FR1QPIP1,2026-06-04T15:20:00+00:00,2026-06-04T15:49:00+00:00,2026-06-04T15:51:00+00:00,2026-06-04T16:07:00+00:00,2026-06-04T15:55:00+00:00,29,2,16,47,16,29,7,7,22,409,1.2715,0.1243,29,17.931,1,mixed,1,1.0,0.0,0,0,16
RECEIVE_TO_INBOUND,5,4,15,2021,completed,auto,1,RECEIVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,4,E0004,553,SIMSHIFT-2026-06-04-C-A8PSNSHN,2026-06-04T15:21:00+00:00,2026-06-04T15:53:00+00:00,2026-06-04T15:59:00+00:00,2026-06-04T16:18:00+00:00,2026-06-04T16:41:00+00:00,32,6,19,57,19,32,8,8,20,413,1.1648,0.1298,21,16.5714,1,mixed,1,1.0,0.0,0,0,19
PUTAWAY_TO_RACK,4,2,19,2022,completed,auto,1,FORKLIFT;MOVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,1,E0001,542,SIMSHIFT-2026-06-04-C-P2U30R4M,2026-06-04T15:37:00+00:00,2026-06-04T16:03:00+00:00,2026-06-04T16:10:00+00:00,2026-06-04T16:33:00+00:00,2026-06-04T16:38:00+00:00,26,7,23,56,23,26,8,8,25,423,1.2599,0.2475,39,25.641,1,mixed,2,1.0577,0.0,27,1,23
PUTAWAY_TO_RACK,5,1,19,2023,completed,auto,1,FORKLIFT;MOVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,11,E0011,544,SIMSHIFT-2026-06-04-C-3R3TAY9H,2026-06-04T15:38:00+00:00,2026-06-04T16:14:00+00:00,2026-06-04T16:20:00+00:00,2026-06-04T16:45:00+00:00,2026-06-04T17:00:00+00:00,36,6,25,67,25,36,11,11,38,434,0.9545,0.0984,32,20.0,1,mixed,2,0.9933,0.0032,26,1,25
RECEIVE_TO_INBOUND,5,1,13,2024,completed,auto,1,RECEIVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,8,E0008,554,SIMSHIFT-2026-06-04-C-NG9BBFXO,2026-06-04T15:40:00+00:00,2026-06-04T15:53:00+00:00,2026-06-04T15:56:00+00:00,2026-06-04T16:11:00+00:00,2026-06-04T17:12:00+00:00,13,3,15,31,15,13,9,9,27,413,1.1221,0.1764,27,16.5185,1,mixed,1,1.0,0.0,0,0,15
GENERAL,1,3,12,2025,completed,auto,1,,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,9,E0009,,,2026-06-04T16:08:00+00:00,2026-06-04T16:09:00+00:00,2026-06-04T16:12:00+00:00,2026-06-04T16:23:00+00:00,2026-06-04T18:10:00+00:00,1,3,11,15,11,1,7,7,17,429,1.0225,0.1326,15,11.9333,1,mixed,0,1.0,0.0,0,0,11
PUTAWAY_TO_RACK,5,5,22,2026,completed,auto,1,MOVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,10,E0010,543,SIMSHIFT-2026-06-04-C-VVCUMXPR,2026-06-04T16:09:00+00:00,2026-06-04T16:09:00+00:00,2026-06-04T16:14:00+00:00,2026-06-04T16:39:00+00:00,2026-06-04T17:02:00+00:00,0,5,25,30,25,0,6,6,20,429,1.1397,0.0887,28,23.7143,1,mixed,1,1.0,0.0,0,0,25
PUTAWAY_TO_RACK,5,2,20,2027,completed,auto,1,MOVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,3,E0003,545,SIMSHIFT-2026-06-04-C-8JNZAV7F,2026-06-04T16:10:00+00:00,2026-06-04T16:10:00+00:00,2026-06-04T16:16:00+00:00,2026-06-04T16:42:00+00:00,2026-06-04T18:18:00+00:00,0,6,26,32,26,0,8,8,23,430,1.0873,0.0694,31,22.129,1,mixed,1,1.0,0.0,0,0,26
PUTAWAY_TO_RACK,6,5,22,2028,completed,auto,1,MOVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,5,E0005,548,SIMSHIFT-2026-06-04-C-351L882I,2026-06-04T16:10:00+00:00,2026-06-04T16:10:00+00:00,2026-06-04T16:16:00+00:00,2026-06-04T16:42:00+00:00,2026-06-04T17:55:00+00:00,0,6,26,32,26,0,10,10,26,430,1.1584,0.133,18,24.3889,1,mixed,1,1.0,0.0,0,0,26
PUTAWAY_TO_RACK,6,1,19,2029,completed,auto,1,MOVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,12,E0012,546,SIMSHIFT-2026-06-04-C-XQPCR0ML,2026-06-04T16:10:00+00:00,2026-06-04T16:10:00+00:00,2026-06-04T16:15:00+00:00,2026-06-04T16:39:00+00:00,2026-06-04T17:07:00+00:00,0,5,24,29,24,0,10,10,27,430,1.0553,0.1468,27,21.7778,1,mixed,1,1.0,0.0,0,0,24
PUTAWAY_TO_RACK,5,5,22,2030,completed,auto,1,MOVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,6,E0006,552,SIMSHIFT-2026-06-04-C-FR1QPIP1,2026-06-04T16:10:00+00:00,2026-06-04T16:10:00+00:00,2026-06-04T16:14:00+00:00,2026-06-04T16:44:00+00:00,2026-06-04T18:26:00+00:00,0,4,30,34,30,0,9,9,30,430,1.2225,0.1194,33,25.3333,1,mixed,1,1.0,0.0,0,0,30
RECEIVE_TO_INBOUND,4,4,16,2031,completed,auto,1,RECEIVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,8,E0008,555,SIMSHIFT-2026-06-04-C-3FLWH1OM,2026-06-04T16:10:00+00:00,2026-06-04T16:13:00+00:00,2026-06-04T16:20:00+00:00,2026-06-04T16:46:00+00:00,2026-06-04T18:15:00+00:00,3,7,26,36,26,3,10,10,28,433,1.1221,0.1764,27,16.5185,1,mixed,1,1.0,0.0,0,0,26
GENERAL,1,1,10,2032,completed,auto,1,,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,14,E0014,,,2026-06-04T16:22:00+00:00,2026-06-04T16:24:00+00:00,2026-06-04T16:28:00+00:00,2026-06-04T16:39:00+00:00,2026-06-04T17:10:00+00:00,2,4,11,17,11,2,8,8,15,444,1.037,0.1218,13,11.7692,1,mixed,0,1.0,0.0,0,0,11
PUTAWAY_TO_RACK,5,4,22,2033,completed,auto,1,MOVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,15,E0015,549,SIMSHIFT-2026-06-04-C-AAZ54JV5,2026-06-04T16:26:00+00:00,2026-06-04T16:28:00+00:00,2026-06-04T16:31:00+00:00,2026-06-04T16:54:00+00:00,2026-06-04T17:44:00+00:00,2,3,23,28,23,2,8,8,19,448,1.1392,0.1419,26,23.4231,1,mixed,1,1.0,0.0,0,0,23
PUTAWAY_TO_RACK,5,3,20,2034,completed,auto,1,MOVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,7,E0007,554,SIMSHIFT-2026-06-04-C-NG9BBFXO,2026-06-04T16:27:00+00:00,2026-06-04T16:29:00+00:00,2026-06-04T16:36:00+00:00,2026-06-04T16:59:00+00:00,2026-06-04T17:39:00+00:00,2,7,23,32,23,2,7,7,20,449,1.1223,0.1592,24,23.125,1,mixed,1,1.0,0.0,0,0,23
PUTAWAY_TO_RACK,6,5,22,2035,completed,auto,1,MOVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,9,E0009,551,SIMSHIFT-2026-06-04-C-C4IMQZJY,2026-06-04T16:27:00+00:00,2026-06-04T16:31:00+00:00,2026-06-04T16:36:00+00:00,2026-06-04T17:02:00+00:00,2026-06-04T17:48:00+00:00,4,5,26,35,26,4,8,8,20,451,1.1829,0.1619,20,24.75,1,mixed,1,1.0,0.0,0,0,26
PUTAWAY_TO_RACK,5,2,20,2036,completed,auto,1,MOVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,13,E0013,550,SIMSHIFT-2026-06-04-C-U7LN7ITZ,2026-06-04T16:27:00+00:00,2026-06-04T16:31:00+00:00,2026-06-04T16:37:00+00:00,2026-06-04T17:02:00+00:00,2026-06-04T18:21:00+00:00,4,6,25,35,25,4,7,7,23,451,1.0758,0.1538,19,22.6842,1,mixed,1,1.0,0.0,0,0,25
PUTAWAY_TO_RACK,4,1,19,2037,completed,auto,1,MOVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,4,E0004,547,SIMSHIFT-2026-06-04-C-0MEJ5A3E,2026-06-04T16:27:00+00:00,2026-06-04T16:28:00+00:00,2026-06-04T16:34:00+00:00,2026-06-04T16:59:00+00:00,2026-06-04T18:41:00+00:00,1,6,25,32,25,1,9,9,24,448,1.0953,0.1883,29,22.3448,1,mixed,1,1.0,0.0,0,0,25
RECEIVE_TO_INBOUND,4,3,15,2038,completed,auto,1,RECEIVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,2,E0002,556,SIMSHIFT-2026-06-04-C-4H3G0G2H,2026-06-04T16:27:00+00:00,2026-06-04T16:33:00+00:00,2026-06-04T16:40:00+00:00,2026-06-04T17:02:00+00:00,2026-06-04T18:11:00+00:00,6,7,22,35,22,6,11,11,29,453,1.1942,0.2109,32,17.4688,1,mixed,1,1.0,0.0,0,0,22
RECEIVE_TO_INBOUND,4,1,13,2039,completed,auto,1,FORKLIFT;RECEIVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,1,E0001,557,SIMSHIFT-2026-06-04-C-B7EP01EO,2026-06-04T16:27:00+00:00,2026-06-04T16:35:00+00:00,2026-06-04T16:38:00+00:00,2026-06-04T16:56:00+00:00,2026-06-04T18:09:00+00:00,8,3,18,29,18,8,9,9,27,455,1.0703,0.1341,29,15.6897,1,mixed,2,0.9962,0.0,27,1,18
GENERAL,0,4,12,2040,completed,auto,1,,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,14,E0014,,,2026-06-04T16:43:00+00:00,2026-06-04T16:44:00+00:00,2026-06-04T16:48:00+00:00,2026-06-04T16:59:00+00:00,2026-06-04T17:54:00+00:00,1,4,11,16,11,1,9,9,16,464,1.037,0.1218,13,11.7692,1,mixed,0,1.0,0.0,0,0,11
PUTAWAY_TO_RACK,5,4,21,2041,completed,auto,1,MOVE,14,2026-06-04,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-04T18:00:00+00:00,10,E0010,553,SIMSHIFT-2026-06-04-C-A8PSNSHN,2026-06-04T16:46:00+00:00,2026-06-04T16:46:00+00:00,2026-06-04T16:51:00+00:00,2026-06-04T17:21:00+00:00,2026-06-04T18:41:00+00:00,0,5,30,35,30,0,7,7,25,466,1.1397,0.0887,28,23.7143,1,mixed,1,1.0,0.0,0,0,30
